date,country,first_dose,cumulation,population,percentage
2021-04-23,Denmark,35487.992830082774,1695398.9942318257,5808454,0.29188472427117884
2021-04-24,Denmark,35577.7718175007,1730976.7660493264,5808454,0.2980098948961852
2021-04-25,Denmark,35780.465331621584,1766757.2313809479,5808454,0.30416996181444284
2021-04-26,Denmark,35718.55128054827,1802475.7826614962,5808454,0.3103193694331566
2021-04-27,Denmark,36038.63059070897,1838514.4132522051,5808454,0.3165238828184238
2021-04-28,Denmark,35999.141442288645,1874513.5546944938,5808454,0.3227215976393191
2021-04-29,Denmark,36278.90616281741,1910792.4608573113,5808454,0.3289674775520838
2021-04-30,Denmark,36437.992712223015,1947230.4535695342,5808454,0.33524074625873496
2021-05-01,Denmark,36526.708931159,1983757.1625006932,5808454,0.3415292886025599
2021-05-02,Denmark,36727.06986704498,2020484.2323677382,5808454,0.3478523256563172
2021-05-03,Denmark,36664.40707798638,2057148.6394457244,5808454,0.3541645745056644
2021-05-04,Denmark,36985.23492897634,2094133.8743747007,5808454,0.36053205799248833
2021-05-05,Denmark,36946.085350575224,2131079.959725276,5808454,0.36689280137628294
2021-05-06,Denmark,37225.92744018942,2168305.8871654654,5808454,0.37330172317202914
2021-05-07,Denmark,37385.25746030637,2205691.144625772,5808454,0.3797380756782737
2021-05-08,Denmark,37474.08919786557,2243165.2338236375,5808454,0.3861897217097075
2021-05-09,Denmark,37674.42101704319,2280839.654840681,5808454,0.3926758574382582
2021-05-10,Denmark,37611.75029142527,2318451.405132106,5808454,0.39915120359601813
2021-05-11,Denmark,37932.579959549505,2356383.9850916555,5808454,0.40568178470409777
2021-05-12,Denmark,37893.41052827895,2394277.3956199344,5808454,0.41220562229122143
2021-05-13,Denmark,38173.240902415324,2432450.63652235,5808454,0.41877763627332676
2021-05-14,Denmark,38332.57128844931,2470783.207810799,5808454,0.4253770810289277
2021-05-15,Denmark,38421.40192852539,2509204.6097393245,5808454,0.431991819120772
2021-05-16,Denmark,38621.73255964211,2547826.342298967,5808454,0.43864104670519327
2021-05-17,Denmark,38559.06312872816,2586385.405427695,5808454,0.4452794849417237
2021-05-18,Denmark,38879.893723175635,2625265.2991508706,5808454,0.45197315828805235
